Grupo,Medicamento,Claves,Descripcion_Indicaciones_Dosis,Generalidades,Riesgo_Embarazo,Efectos_Adversos,Contraindicaciones_Precauciones,Interacciones
Grupo 5: Endocrinología y Metabolismo,LANREOTIDO,010.000.5610.00; 010.000.5610.01; 010.000.5611.00; 010.000.5611.01,SOLUCIÓN INYECTABLE Cada jeringa prellenada contiene: Acetato de lanreótido equivalente a 90 mg de lanreótido 010.000.5610.00 Envase con una jeringa prellenada con 0.3 ml. Subcutánea profunda. 010.000.5610.01 Envase con una jeringa prellenada de 0.5 ml con Adultos: dispositivo de seguridad. Acromegalia. Acromegalia y tumores 60 a 120 mg cada 28 días. SOLUCIÓN neuroendócrinos. Tumores neuroendócrinos. INYECTABLE Dosis inicial: 60 a 120 mg cada 28 días. Cada jeringa prellenada En caso de que la respuesta sea insuficiente la dosis contiene: se puede ajustar a 120 mg cada 28 días. Acetato de lanreótido equivalente a 120 mg de lanreótido 010.000.5611.00 Envase con una jeringa prellenada con 0.5 ml. 010.000.5611.01 Envase con una jeringa prellenada de 0.5 ml con dispositivo de seguridad.,"El lanreótido, al igual que la somastotatina y sus análogos, produce inhibición de la secreción de insulina y de glucagón.",C,"Fatiga, dolor de cabeza, vértigo, bradicardia, hipoglucemia e hiperglucemia, diarrea, dolor abdominal, nausea, vómito, dispepsia, flatulencias, pancreatitis aguda, esteatorrea, cálculos biliares, incremento de la bilirrubina, anemia, baja de peso.",Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Lanreótido puede reducir la motilidad de la vesícula biliar y producir cálculos biliares. Los pacientes deben ser monitoreados frecuentemente.,"Insulina, medicamentos orales hipoglicémicos, ciclosporina. El acetato de lanreótido puede reducir la absorción intestinal de drogas administradas concomitantemente. LARONIDASA"
Grupo 5: Endocrinología y Metabolismo,LARONIDASA,010.000.5547.00,"SOLUCIÓN INYECTABLE Infusión intravenosa. Cada frasco ámpula contiene: Niños, adolescentes y adultos: Laronidasa 2.9 mg 0.58 mg (100 U)/kg de peso corporal, una vez cada (500 U). semana. Administrar diluido en soluciones intravenosas de Enfermedad de cloruro de sodio al 0.9%, envasadas en frascos de Mucopolisacaridosis Tipo I vidrio (llevar la dosis reconstituida a un volumen de por deficiencia de la enzima 100 ml sí el peso del paciente es ≤ 20 kg o 250 ml sí Alfa-L-Iduronidasa. el peso del paciente es > 20 kg). Velocidad inicial de 0.0116 mg (2 U)/kg de peso corporal/hora, aumentar gradualmente cada 15 010.000.5547.00 Envase con frasco ámpula con minutos, si se tolera, hasta un máximo de 0.2494 mg 5 ml (2.9 mg o 500 U). (43 U)/kg de peso corporal/hora. Tiempo total de administración 3-4 horas.","Enzima análoga de la enzima humana alfa –L‐Iduronidasa, Laronidasa, purificada por medio de tecnología de ADN recombinante utilizando cultivos celulares vivos de ovario de hámster chino. Laronidasa actúa sobre la causa subyacente de la enfermedad de Mucopolisacaridosis Tipo I, debida a la deficiencia, carencia o mal funcionamiento de la enzima Alfa‐L‐ Iduronidasa la cual cataboliza la hidrólisis de glucosaminiglicanos del sulfato de heparán y sulfato de dermatán.",C,"Dolor abdominal, dolor de cabeza, erupción, disnea, artralgia, dolor de espalda, taquicardia, pirexia, escalofríos.",Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Reacciones asociadas con la perfusión y readministración después de interrupir el tratamiento.,No se han realizado estudios de interacciones. Cloroquina o procaína debido al riesgo de interferencia con la recaptación intracelular de lanoridasa. Riesgo de interferencia con la captación intracelular de laronidasa: con cloroquina y procaína. LEVOTIROXINA
Grupo 5: Endocrinología y Metabolismo,LEVOTIROXINA,010.000.1007.00,"TABLETA Oral. Cada tableta contiene: Adultos: Levotiroxina sódica equivalente a 100 µg Dosis: 50 µg/día, aumentar a intervalos de 25 a 50 µg de levotiroxina sódica anhidra. al día durante dos a cuatro semanas hasta alcanzar el efecto terapéutico. Dosis máxima 200 µg/día. Hipotiroidismo. Niños: De 6 meses 8 a 10 µg /kg de peso corporal/dia. De 6 a 12 meses 6 a 8 µg/kg de peso corporal /día. De 1 a 5 años: 5 a 6 µg/kg de peso corporal /día. De 6 a 12 años: 4 a 5 µg/kg de peso corporal /día. 010.000.1007.00 Envase con 100 tabletas. La administración es como dosis única.",Hormona tiroidea que interviene en el metabolismo proteico y en el desarrollo corporal y cerebral.,A,"Taquicardia, arritmias cardiacas, angina de pecho, nerviosismo, insomnio, temblor, pérdida de peso e irregularidades menstruales.","Contraindicaciones: Insuficiencia suprarrenal, hipertiroidismo, eutiroidismo, infarto agudo del miocardio. Precauciones: Enfermedad cardiovascular, diabetes mellitus y diabetes insípida.","Fenitoína, ácido acetilsalicílico, adrenérgicos, antidepresivos tricíclicos y digitálicos, incrementan su efecto. La colestiramina lo disminuye. METFORMINA"
Grupo 5: Endocrinología y Metabolismo,METFORMINA,010.000.5165.00,TABLETA Diabetes mellitus tipo 2. Oral. Cada tableta contiene: Adultos: Clorhidrato de metformina 850 mg. 850 mg cada 12 horas con los alimentos. Dosis máxima 2550 mg al día. 010.000.5165.00 Envase con 30 tabletas.,Biguanida que aumenta el efecto periférico de la insulina y disminuye la gluconeogénesis.,D,"Intolerancia gastrointestinal, cefalea, alergias cutáneas transitorias, sabor metálico y acidosis láctica.","Contraindicaciones: Hipersensibilidad al fármaco, diabetes mellitus tipo 1,. cetoacidosis diabética, insuficiencias renal, insuficiencia hepática, falla cardiaca o pulmonar, desnutrición grave, alcoholismo crónico e intoxicación alcohólica aguda.. Embarazo y lactancia.",17
Grupo 5: Endocrinología y Metabolismo,METILPREDNISOLONA,010.000.0476.00; 010.000.3433.00,"SOLUCIÓN INYECTABLE Choque. Intramuscular o intravenosa lenta. Cada frasco ámpula con Inflamación severa. Adultos: liofilizado contiene Succinato sódico de Crisis de asma bronquial. 10 a 250 mg cada 4 horas. metilprednisolona Inicial: 30 mg/kg. equivalente a 500 mg Mantenimiento: De acuerdo a cada caso particular. de metilprednisolona. Niños: 010.000.0476.00 Envase con 50 frascos ámpula y 50 ampolletas con 8 ml de De 1 A 2 mg/kg/día, dividir o fraccionar en cuatro diluyente. tomas. SUSPENSIÓN INYECTABLE Artropatías inflamatorias. Intramuscular, intraarticular, intralesional. Cada ml contiene: Inflamación severa. Adultos: Acetato de Metilprednisolona 40 mg. Intramuscular: 10 a 80 mg/día. Intraarticular: 40 a 80 mg cada 1 a 5 semanas. 010.000.3433.00 Un frasco ámpula con 2 ml. Intralesional: 20 a 60 mg.","Glucocorticoide que inhibe a la fosfolipasa A2, por lo tanto inhibe la síntesis de prostaglandinas, tromboxanos y leucotrienos.",C,"Catarata subcapsular posterior, hipoplasia suprarrenal, síndrome de Cushing, obesidad, osteoporosis, gastritis, superinfecciones, glaucoma, coma hiperosmolar, hiperglucemia, catabolismo muscular, cicatrización retardada, retraso en el crecimiento y trastornos hidroelectrolíticos.","Contraindicaciones: Hipersensibilidad al fármaco, tuberculosis activa, diabetes mellitus, infección sistémica, úlcera péptica, crisis hipertensiva, insuficiencias hepática y renal e inmunodepresión.","Diuréticos tiazídicos, furosemide y anfotericina B aumentan la hipokalemia. Rifampicina, fenitoína y fenobarbital aumentan su biotransformación hepática. Los estrógenos disminuyen su biotransformación. Los antiácidos disminuyen su absorción. Con digitálicos aumenta el riesgo de intoxicación digitálica. Aumenta la biotransformacion de isoniazida. OCTREOTIDA"
Grupo 5: Endocrinología y Metabolismo,OCTREOTIDA,010.000.5171.00; 010.000.5171.01; 010.000.5171.02,SUSPENSIÓN INYECTABLE Cada frasco ámpula contiene: Acetato de octreotida equivalente a 20 mg de octreotida. Acromegalia. Intramuscular profunda. Envase con un frasco ámpula 010.000.5171.00 y dos ampolletas con Tumores endócrinos Adultos: diluyente. gastro- pancreáticos funcionales. 10-30 mg cada 4 semanas. 010.000.5171.01 Envase con un frasco ámpula y una jeringa prellenada con 2.5 ml de diluyente. 010.000.5171.02 Envase con un frasco ámpula y una jeringa prellenada con 2 ml de diluyente.,"Análogo sintético de la somatostatina que actúa como inhibidor potente de algunas hormonas, especialmente hormona de crecimiento, insulina y glucagon.",X,"Dolor, parestesias, enrojecimiento en el sitio de la aplicación. Anorexia, náusea, vómito, dolor abdominal tipo cólico, diarrea, esteatorrea, hipoglucemia o hiperglucemia. El uso prolongado puede resultar en la formación de cálculos biliares. Raras veces se ha reportado pérdida de pelo transitoria. Hepatitis aguda sin colestasis durante las primeras horas o días del 18 martes, 06 de noviembre de 2018 tratamiento.",Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: En hepatitis y diabetes mellitus.,Puede disminuir la concentración plasmática de ciclosporina y dar lugar a rechazo del transplante. La admilnistración concomitante de octreotida con bromocriptina aumenta la disponibilidad de bromocriptina. PIOGLITAZONA
Grupo 5: Endocrinología y Metabolismo,PIOGLITAZONA,010.000.4149.00,TABLETA Oral. Cada tableta contiene: Adultos: Clorhidrato de pioglitazona equivalente a 15 mg Diabetes mellitus tipo 2. 15 a 30 mg cada 24 horas. de pioglitazona. 010.000.4149.00 Envase con 7 tabletas.,"Tiazolidinediona que mejora la sensibilidad de la insulina en el hígado, las grasas y las células del músculo esquelético a través de la activación específica del receptor gamma de activación de la proliferación del peroxisoma y estimula la expresión de genes que controlan los lípidos y la glucosa.",X,"Infección del tracto respiratorio, cefalea, sinusitis, mialgias, alteraciones dentales, faringitis, anemia y edema bimaleolar.","Contraindicaciones: Hipersensibilidad al fármaco, embarazo y lactancia, insuficiencia hepática y cardiaca. Precauciones: Mujeres premenopáusicas puede aumentar el riesgo de embarazo.",Inhibe la acción de anticonceptivos. El ketoconazol inhibe su metabolismo. PRAVASTATINA
Grupo 5: Endocrinología y Metabolismo,PRAVASTATINA,010.000.0657.00,"TABLETA Oral. Cada tableta contiene: Adultos: Pravastatina sódica 10 mg. Hipercolesterolemia. 10 a 40 mg cada 24 horas, de preferencia en la noche. 010.000.0657.00 Envase con 30 tabletas.",Inhibe la síntesis hepática de colesterol y aumenta el catabolismo de las LDL.,X,"Dolor muscular, náusea, vómito, diarrea, constipación, dolor abdominal, cefalea, mareo y elevación de las transaminasas hepáticas.","Contraindicaciones: Hipersensibilidad al fármaco, disfunción hepática, embarazo y lactancia.",La ciclosporina incrementa los niveles plasmáticos de pravastatina. PREDNISOLONA
Grupo 5: Endocrinología y Metabolismo,PREDNISOLONA,010.000.2482.00,SOLUCIÓN ORAL Enfermedades inflamatorias Oral. y autoinmunes. Asma Cada 100 ml contienen: Adultos y niños: Fosfato sódico de bronquial. Enfermedades prednisolona Dosis inicial: 1-2 mg/kg de peso corporal/día. equivalente a 100 mg neoplásicas. Dosis de mantenimiento: 0.1-0.5 mg/kg de peso de prednisolona. corporal/día. 010.000.2482.00 Envase con frasco de 100 ml y vaso graduado de 20 ml.,"Acción antiinflamatoria y glucocorticoide mayor que la hidrocortisona, con disminución significativa de la acción mineralocorticoide. 19 martes, 06 de noviembre de 2018",C,"Hirsutismo, facies lunar, estrías cutáneas, acné, hiperglucemia, hipertensión arterial sistémica, mayor susceptibilidad a las infecciones, úlcera péptica, miopatía, trastornos de la conducta, catarata subcapsular posterior, osteoporosis, obesidad y supresión adrenal.",Contraindicaciones: Hipersensibilidad al fármaco o a la prednisona y procesos infecciosos sistémicos.,"La rifampicina, barbitúricos y fenitoina, acortan la vida media de eliminación. Los anticonceptivos orales pueden prolongar su vida media. PREDNISONA"
Grupo 5: Endocrinología y Metabolismo,PREDNISONA,010.000.0472.00; 010.000.0473.00,"TABLETA Oral. Cada tableta contiene: Adultos: Prednisona 5 mg. De 5 a 60 mg/día, dosis única o fraccionada cada 8 010.000.0472.00 Envase con 20 tabletas. Enfermedad de Addison. horas. La dosis de sostén se establece de acuerdo a TABLETA la respuesta terapéutica; y posteriormente se Enfermedades disminuye gradualmente hasta alcanzar la dosis Cada tableta contiene: inmunoalérgicas o mínima efectiva. Prednisona 50 mg. inflamatorias. Dosis máxima: 250 mg/día. Síndrome nefrótico. Niños: De 0.5 a 2 mg/kg de peso corporal/día ó 25 a 60 010.000.0473.00 Envase con 20 tabletas. mg/m2 de superficie corporal, fraccionada cada 6 a 12 horas.",Glucocorticoide de acción intermedia que induce la transcripción de RNA promoviendo la síntesis de enzimas responsables de sus efectos.,B,"Catarata subcapsular posterior, hipoplasia suprarrenal, síndrome de Cushing, obesidad, osteoporosis, gastritis, superinfecciones, glaucoma, coma hiperosmolar, hiperglucemia, hipercatabolismo muscular, cicatrización retardada y retraso en el crecimiento.","Contraindicaciones: Hipersensibilidad al fármaco y micosis sistémica. Precauciones: Úlcera péptica, hipertensión arterial sistémica, diabetes mellitus, insuficiencias hepática y renal e inmunosupresión.","Con digitálicos aumenta el riesgo de arritmias cardiacas e intoxicación digitálica. Aumenta la biotransformación de isoniazida. Aumenta la hipokalemia con diuréticos tiazídicos, furosemida y anfotericina B. La rifampicina, fenitoína y fenobarbital aumentan su biotransformación hepática. Con estrógenos disminuye su biotransformación. Con antiácidos disminuye su absorción intestinal. El paracetamol incrementa el metabolito hepatotoxico. ROSIGLITAZONA"
Grupo 5: Endocrinología y Metabolismo,ROSIGLITAZONA,010.000.4150.00; 010.000.4150.01,"TABLETA Cada tableta contiene: Oral. Maleato de rosiglitazona equivalente a 4 mg Adultos: Diabetes mellitus tipo 2. de rosiglitazona 4 mg cada 24 horas, se puede incrementar la dosis a 010.000.4150.00 Envase con 14 tabletas. una tableta cada 12 horas. 010.000.4150.01 Envase con 28 tabletas.","Es un agonista del receptor activador de la proliferación peroxisomal gamma que interactúa en el núcleo de la célula, activando la respuesta de la insulina sobre el metabolismo de la glucosa. Reduce la resistencia a la insulina y mejora la captación de glucosa.",D,"20 martes, 06 de noviembre de 2018 Infección de tracto respiratorio superior, elevación del colesterol LDL, cefalea, dorsalgia y fatiga.",Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Insuficiencia cardiaca.,Ninguna de importancia clínica. SOMATROPINA
Grupo 5: Endocrinología y Metabolismo,SOMATROPINA,010.000.5163.00; 010.000.5167.00; 010.000.5167.01,"SOLUCIÓN INYECTABLE Cada frasco ámpula con Intramuscular o subcutánea. liofilizado contiene: Somatropina Niños: biosintética 1.33 mg equivalente a 4 UI. 0.16 UI/kg, tres veces por semana. No administrar más de 12 UI/m2 de superficie corporal por semana. 010.000.5163.00 Envase con frasco ámpula y frasco ámpula o ampolleta con 1 ó 2 ml de diluyente. SOLUCIÓN INYECTABLE Crecimiento deficiente por secreción inadecuada de la Cada cartucho con dos hormona de crecimiento compartimientos uno con Subcutánea o intramuscular. endógena. liofilizado contiene: Somatropina 5.3 mg Adultos: equivalente a 16 UI y otro con el diluyente. 0.018 a 0.036 UI/kg de peso corporal/ día. 010.000.5167.00 Envase con un cartucho con Niños: dos compartimientos, uno con liofilizado y otro con el 2.1 a 3 UI/m2 de superficie corporal/ día ó 0.7 a 1.0 diluyente. mg/m2 de superficie corporal/día. 010.000.5167.01 Envase con frasco àmpula con liofilizado y ampolleta con 2 ml de diluyente.",Riesgo en el Embarazo C,C,"Cefalea, debilidad, hiperglucemia, edema periférico, lipodistrofia en el sitio de la inyección, ginecomastia, mialgia.","Contraindicaciones: Hipersensibilidad al fármaco, lesión intracraneal, niños con epífisis cerradas. Precauciones: Hipopituitarismo, diabetes mellitus, neonatos.",Los corticoesteroides inhiben el efecto estimulador del crecimiento. TALIGLUCERASA ALFA
Grupo 5: Endocrinología y Metabolismo,TALIGLUCERASA ALFA,010.000.5614.00,"SOLUCIÓN INYECTABLE Terapia de reemplazo Cada frasco ámpula con liofilizado contiene: enzimático para el Intravenosa. Taliglucerasa alfa 200 U. tratamiento de la Adultos y pacientes pediátricos: enfermedad de Gaucher 30 a 60 U/Kg de peso corporal, una vez cada dos 010.000.5614.00 Envase con frasco ámpula con tipo 1 para adultos y semanas. polvo liofilizado. pacientes pediátricos.",La terapia de reemplazo enzimático es el tratamiento estándar para la EG y se basa en la premisa de administrar β‐GCD recombinante para compensar la deficiencia de β‐GCD en pacientes con EG.,B,"Las reacciones adversas más frecuentes son las reacciones relacionadas con la infusión: cefalea, prurito, náuseas, edema periférico, irritación de la garganta, eritema y rubefacción.","Contraindicaciones: Hipersensibilidad al fármaco, a la zanahoria, y menores de 18 años de 21 martes, 06 de noviembre de 2018 edad. Precauciones: Respuesta a anticuerpos.",No se realizaron estudios de interacciones farmacodinámicas con otros fármacos.
